,gene_id,gene_name,EntrezGene,logFC,logCPM,LR,PValue,FDR,topDE
3865,ENSMUSG00000022758,P2rx6,18440,1.568932088,0.219465719,8.109497941,0.004403392,0.074073019,ns
16487,ENSMUSG00000058064,Gm10036,100040551,1.430529392,1.654222499,8.088222113,0.004455385,0.074848097,ns
8988,ENSMUSG00000032491,Nradd,67169,1.406953145,2.143995613,8.083263597,0.004467592,0.074953627,ns
34238,ENSMUSG00000098973,Mir6236,102465959,1.38996067,2.606676984,8.069097293,0.004502654,0.075374724,ns
9907,ENSMUSG00000035104,Eva1a,232146,1.36359084,4.048625507,8.068311242,0.004504608,0.075374724,ns
15605,ENSMUSG00000053965,Pde5a,242202,1.438029827,1.488492545,8.064163305,0.004514932,0.075447674,ns
6318,ENSMUSG00000027822,Slc33a1,11416,1.352777166,5.451381604,8.053736936,0.004540989,0.075782996,ns
72,ENSMUSG00000000385,Tmprss2,50528,1.34660701,8.095503078,8.038803356,0.004578577,0.076309622,ns
10806,ENSMUSG00000037709,Fam13a,58909,1.350148674,5.73985301,8.035608641,0.00458666,0.076343742,ns
5808,ENSMUSG00000026875,Traf1,22029,1.469318428,1.020939661,8.03306454,0.004593106,0.076350584,ns
2274,ENSMUSG00000020042,Abtb3,74007,1.452172931,1.233339504,8.030644553,0.004599247,0.076352329,ns
6182,ENSMUSG00000027555,Car13,71934,-1.352597525,4.71395017,8.015513978,0.004637831,0.076891955,ns
11611,ENSMUSG00000039680,Mrps6,121022,1.351612718,4.924842036,8.011145414,0.004649032,0.076976778,ns
40766,ENSMUSG00000106219,5830416I19Rik,74757,-1.399017963,2.057636498,8.008608856,0.004655549,0.076983912,ns
3726,ENSMUSG00000022514,Il1rap,16180,1.365168658,3.400923401,7.988120633,0.004708527,0.077742068,ns
658,ENSMUSG00000004035,Gstm7,68312,-1.374076662,2.822643713,7.986136727,0.004713689,0.077742068,ns
2171,ENSMUSG00000019843,Fyn,14360,-1.355790498,3.739739168,7.95427379,0.004797395,0.0790196,ns
6380,ENSMUSG00000027932,Slc27a3,26568,1.42629444,1.480015499,7.934434886,0.004850277,0.079786745,ns
15309,ENSMUSG00000052563,D930048N14Rik,97775,1.352781447,3.920060387,7.929566083,0.004863346,0.079892123,ns
30188,ENSMUSG00000091575,2010016I18Rik,69206,1.37179108,2.808680942,7.927346895,0.004869314,0.079892123,ns
3182,ENSMUSG00000021594,Srd5a1,78925,1.335500494,6.300199317,7.885245123,0.004983972,0.081667421,ns
13159,ENSMUSG00000044522,A730020M07Rik,100503044,1.445175881,1.120262799,7.868896623,0.005029233,0.082302457,ns
12601,ENSMUSG00000042514,Klhl14,225266,1.367055337,2.615998676,7.819156756,0.005169531,0.084489105,ns
12770,ENSMUSG00000043079,Synpo,104027,-1.339144551,4.047982089,7.804092826,0.005212803,0.084977706,ns
14624,ENSMUSG00000049848,Ceacam19,319930,-1.345294154,3.518997774,7.804072463,0.005212862,0.084977706,ns
7492,ENSMUSG00000029762,Akr1b8,14187,-1.327194517,6.448025098,7.796537694,0.005234644,0.085222973,ns
1061,ENSMUSG00000006784,Odad4,74407,1.423477163,1.313235256,7.791458471,0.00524938,0.085269753,ns
23514,ENSMUSG00000081683,Fzd10,93897,-1.384923437,1.906048693,7.789308553,0.005255631,0.085269753,ns
8853,ENSMUSG00000032281,Acsbg1,94180,-1.369861213,2.3158959,7.788583641,0.00525774,0.085269753,ns
10973,ENSMUSG00000038119,Cdon,57810,1.336401056,4.214526454,7.77934653,0.005284691,0.085597108,ns
4149,ENSMUSG00000023800,Tiam2,24001,1.366703503,2.485110564,7.773453569,0.005301959,0.085766976,ns
7705,ENSMUSG00000030217,Art4,109978,1.496979195,0.483350947,7.76091252,0.005338898,0.086254227,ns
4495,ENSMUSG00000024451,Arap3,106952,1.54185294,0.150441488,7.757467191,0.005349092,0.086307671,ns
15984,ENSMUSG00000055733,Nap1l3,54561,1.541631293,0.150280699,7.755186354,0.005355851,0.086307671,ns
13338,ENSMUSG00000045136,Tubb2b,73710,-1.322048212,6.366700452,7.736446554,0.005411719,0.087097008,ns
26236,ENSMUSG00000085037,4933421O10Rik,100504166,1.391672009,1.751348502,7.729113776,0.005433741,0.087340315,ns
3594,ENSMUSG00000022305,Lrp12,239393,1.351817759,2.795665397,7.703826487,0.005510389,0.088459918,ns
34832,ENSMUSG00000099764,Rps10-ps2,666274,1.388795924,1.711211907,7.677178736,0.005592353,0.089625809,ns
7061,ENSMUSG00000029059,Prxl2b,66469,-1.369754078,2.017276461,7.674272657,0.005601367,0.089625809,ns
20531,ENSMUSG00000074340,Ovgp1,12659,1.469859905,0.641967045,7.673337613,0.00560427,0.089625809,ns
10561,ENSMUSG00000037035,Inhbb,16324,1.315812794,6.541408938,7.667433536,0.005622637,0.089806015,ns
12389,ENSMUSG00000041889,Shisa4,77552,-1.33096076,3.591432703,7.655239486,0.005660768,0.090242316,ns
10367,ENSMUSG00000036533,Cdc42ep3,260409,1.368409949,2.116177405,7.654139159,0.005664221,0.090242316,ns
2324,ENSMUSG00000020121,Srgap1,117600,-1.328409552,3.700301284,7.642093928,0.005702169,0.09073262,ns
6967,ENSMUSG00000028909,Ptpru,19273,1.325131749,4.060227846,7.636678871,0.005719313,0.090891086,ns
1014,ENSMUSG00000006494,Pdk1,228026,-1.313704757,5.933791096,7.631412102,0.005736038,0.091042503,ns
5910,ENSMUSG00000027078,Ube2l6,56791,-1.313932622,5.756299206,7.628502783,0.005745298,0.091075208,ns
4978,ENSMUSG00000025328,Padi3,18601,1.506446821,0.298884215,7.626138288,0.005752835,0.091080552,ns
15685,ENSMUSG00000054342,Kcnn4,16534,1.326991946,3.71135032,7.612872635,0.005795309,0.09163832,ns
11986,ENSMUSG00000040653,Ppp1r14c,76142,-1.336555926,2.939451413,7.598871847,0.005840483,0.092237348,ns
19412,ENSMUSG00000069893,9930111J21Rik1,667214,-1.341315085,2.689726591,7.590367483,0.005868099,0.09247986,ns
3324,ENSMUSG00000021831,Ero1a,50527,-1.307465157,7.574736582,7.589641973,0.005870461,0.09247986,ns
6977,ENSMUSG00000028931,Kcnab2,16498,1.410896759,1.203586115,7.583012,0.005892091,0.092482975,ns
1805,ENSMUSG00000017446,C1qtnf1,56745,1.382563873,1.656339823,7.581745326,0.005896232,0.092482975,ns
833,ENSMUSG00000005364,Il5ra,16192,-1.33192083,3.094271719,7.580772774,0.005899414,0.092482975,ns
28017,ENSMUSG00000087259,2610035D17Rik,72386,1.324419482,3.684759097,7.580623771,0.005899902,0.092482975,ns
12184,ENSMUSG00000041263,Rusc1,72296,-1.313868651,4.577841527,7.56857312,0.005939479,0.092988125,ns
20262,ENSMUSG00000073640,Rpl27-ps3,621100,1.432751218,0.906776605,7.562973376,0.005957961,0.093162189,ns
12095,ENSMUSG00000040940,Arhgef1,16801,1.304683818,6.080620316,7.531458623,0.00606308,0.09468884,ns
34217,ENSMUSG00000098934,Gvin-ps4,100417831,1.362353064,1.966874033,7.525087324,0.006084561,0.094849915,ns
11531,ENSMUSG00000039457,Ppl,19041,1.301598142,7.693949089,7.523953943,0.00608839,0.094849915,ns
11699,ENSMUSG00000039910,Cited2,17684,1.305673681,5.037190447,7.500147858,0.006169393,0.095884623,ns
8726,ENSMUSG00000032038,St3gal4,20443,1.308640125,4.546937898,7.499980241,0.006169967,0.095884623,ns
22215,ENSMUSG00000079018,Ly6c1,17067,-1.302164108,5.66014367,7.493634158,0.006191747,0.096105037,ns
14533,ENSMUSG00000049532,Sall2,50524,1.360855963,1.901742558,7.479466278,0.006240657,0.096658989,ns
499,ENSMUSG00000002900,Lamb1,16777,1.298636686,6.754524446,7.47887143,0.006242719,0.096658989,ns
11434,ENSMUSG00000039193,Nlrc4,268973,1.434114416,0.786445423,7.467150139,0.006283494,0.097171392,ns
15254,ENSMUSG00000052364,B630019K06Rik,102941,1.414261384,1.005374004,7.462802986,0.006298685,0.097287389,ns
16008,ENSMUSG00000055833,1700034H15Rik,98736,1.414245235,0.989271225,7.449414785,0.006345708,0.097792964,ns
7616,ENSMUSG00000030067,Foxp1,108655,1.30084133,5.082889786,7.449082518,0.006346879,0.097792964,ns
2963,ENSMUSG00000021196,Pfkp,56421,-1.303651534,4.407785854,7.442225857,0.006371105,0.098046804,ns
31855,ENSMUSG00000094989,Rpl9-ps4,100042832,1.491547776,0.25671236,7.433828255,0.006400903,0.098385686,ns
2261,ENSMUSG00000020019,Ntn4,57764,1.306823301,4.008307468,7.428488466,0.006419925,0.098473905,ns
11883,ENSMUSG00000040413,Timd2,171284,1.312079447,3.568628441,7.427847639,0.006422211,0.098473905,ns
15198,ENSMUSG00000052102,Gnpda1,26384,-1.300961905,4.542187182,7.422855786,0.006440052,0.098627918,ns
5995,ENSMUSG00000027253,Lrp4,228357,1.333523154,2.486248621,7.415913059,0.00646495,0.098809146,ns
4247,ENSMUSG00000024033,Rsph1,22092,1.424297312,0.83457798,7.415201324,0.006467508,0.098809146,ns
10687,ENSMUSG00000037375,Hhat,226861,1.474631113,0.355464133,7.398005743,0.006529623,0.099637787,ns
54228,ENSMUSG00000121042,Gm33887,105244034,1.316421794,3.092999588,7.389419157,0.006560867,0.09999394,ns
799,ENSMUSG00000005087,Cd44,12505,1.289332905,6.715044526,7.374762492,0.006614553,0.100690843,ns
15084,ENSMUSG00000051550,Zfp579,68490,1.309629704,3.373937312,7.36946387,0.006634071,0.100864119,ns
7779,ENSMUSG00000030340,Scnn1a,20276,1.299069787,4.236801547,7.367347795,0.006641882,0.100864119,ns
30607,ENSMUSG00000092390,Gm20541,118568338,1.475520195,0.318628108,7.362053785,0.006661466,0.100889527,ns
10068,ENSMUSG00000035561,Aldh1b1,72535,1.485442945,0.242069671,7.359025452,0.006672695,0.100889527,ns
10500,ENSMUSG00000036912,Piwil4,330890,1.437432294,0.640845055,7.358281256,0.006675457,0.100889527,ns
14561,ENSMUSG00000049608,Gpr55,227326,1.437432294,0.640845055,7.358281256,0.006675457,0.100889527,ns
14855,ENSMUSG00000050747,Trim15,69097,-1.321693862,2.60364052,7.355443071,0.006686003,0.100928329,ns
6942,ENSMUSG00000028865,Cd164l2,69655,-1.38775068,1.029296926,7.306572076,0.006870286,0.103586557,ns
54674,ENSMUSG00000121489,1810014B01Rik,66263,1.356274863,1.596917967,7.277240565,0.006983373,0.105166273,ns
13946,ENSMUSG00000047344,Lancl3,236285,1.399537014,0.939811254,7.263421243,0.00703731,0.105852527,ns
4073,ENSMUSG00000023147,Get1,71446,1.28791149,4.287738941,7.250223683,0.007089218,0.106496996,ns
282,ENSMUSG00000001588,Acap1,216859,1.315276458,2.568738828,7.246880715,0.007102428,0.106496996,ns
6758,ENSMUSG00000028573,Fggy,75578,1.388303733,1.056816952,7.246126517,0.007105412,0.106496996,ns
16605,ENSMUSG00000058603,Rpl28-ps1,100042670,1.355229622,1.550437714,7.240687389,0.007126969,0.106693677,ns
24292,ENSMUSG00000082575,Eef2-ps2,433776,1.32097869,2.344949025,7.236890548,0.007142056,0.10679316,ns
2649,ENSMUSG00000020657,Dnajc27,217378,1.325676881,2.179989292,7.227483608,0.007179577,0.107227455,ns
22131,ENSMUSG00000078866,Zfp970,628308,1.321514972,2.271517371,7.217204893,0.007220806,0.107716033,ns
6794,ENSMUSG00000028631,Kcnq4,60613,-1.372285703,1.094322479,7.198035751,0.007298342,0.108744438,ns
3282,ENSMUSG00000021760,Gpx8,69590,-1.280867901,4.442408486,7.195231165,0.007309757,0.10874588,ns
6543,ENSMUSG00000028194,Ddah1,69219,1.33168924,1.942154907,7.193789608,0.007315632,0.10874588,ns
3954,ENSMUSG00000022892,App,11820,1.269239891,9.777867912,7.175200754,0.007391818,0.109749404,ns
6937,ENSMUSG00000028860,Sytl1,269589,1.299048075,2.886162314,7.157561425,0.007464862,0.110703984,ns
9716,ENSMUSG00000034570,Inpp5j,170835,-1.28444607,3.495051976,7.133435989,0.007565961,0.112071899,ns
12931,ENSMUSG00000043753,Dmrta1,242523,1.282501041,3.714388454,7.128227273,0.007587971,0.112174102,ns
1008,ENSMUSG00000006464,Bbs1,52028,1.315634856,2.192980227,7.127607292,0.007590595,0.112174102,ns
1032,ENSMUSG00000006587,Snai3,30927,-1.42615733,0.370102318,7.09592305,0.007725949,0.11404114,ns
605,ENSMUSG00000003545,Fosb,14282,1.475116458,0.103107487,7.086727179,0.007765694,0.114494203,ns
2633,ENSMUSG00000020638,Cmpk2,22169,-1.263803565,6.018325234,7.082063721,0.007785929,0.114658909,ns
5189,ENSMUSG00000025790,Slco3a1,108116,1.263120412,6.34360236,7.079821484,0.007795678,0.114668979,ns
283,ENSMUSG00000001604,Tcea3,21401,1.462651965,0.182941879,7.077479029,0.007805875,0.114685623,ns
16723,ENSMUSG00000059142,Zfp945,240041,1.29594212,2.63821975,7.062549635,0.00787119,0.115511078,ns
13134,ENSMUSG00000044442,N6amt1,67768,1.279409567,3.462430302,7.058947267,0.007887033,0.115565468,ns
2954,ENSMUSG00000021185,Dglucy,217830,1.292623484,2.746828747,7.05599641,0.007900036,0.115565468,ns
14124,ENSMUSG00000047963,Stbd1,52331,1.375120928,0.977405758,7.055482371,0.007902303,0.115565468,ns
11374,ENSMUSG00000039062,Anpep,16790,1.256796647,7.904429016,7.031691264,0.008007969,0.116975527,ns
12135,ENSMUSG00000041096,Tspyl2,52808,1.265423706,4.479835803,7.023099858,0.008046481,0.117287091,ns
14853,ENSMUSG00000050737,Ptges,64292,1.475031611,0.055301152,7.022797143,0.008047841,0.117287091,ns
12913,ENSMUSG00000043668,Tox3,244579,1.277451679,3.34233467,7.018740132,0.008066097,0.117417861,ns
42744,ENSMUSG00000108456,4732496C06Rik,319685,1.36289236,1.061312358,7.000285196,0.008149673,0.11849812,ns
9190,ENSMUSG00000032965,Ift57,73916,1.264957413,4.163793225,6.99089311,0.008192546,0.118984745,ns
12647,ENSMUSG00000042647,Acad12,338350,1.292762878,2.480047582,6.984554488,0.008221612,0.119165863,ns
1950,ENSMUSG00000018554,Ybx2,53422,-1.301383812,2.0962692,6.984065638,0.008223858,0.119165863,ns
29767,ENSMUSG00000090588,Muc21,672682,1.3254454,1.616972067,6.975293412,0.008264267,0.119614393,ns
44066,ENSMUSG00000109841,E330011O21Rik,100503619,1.422014569,0.401595912,6.963745429,0.008317773,0.120251237,ns
9629,ENSMUSG00000034320,Slc26a2,13521,-1.251773987,6.21888596,6.956501399,0.008351518,0.120601264,ns
1249,ENSMUSG00000009569,Mrtfb,239719,1.253722151,5.499785166,6.95367496,0.008364723,0.120654212,ns
8741,ENSMUSG00000032060,Cryab,12955,1.252126558,5.39095466,6.932245689,0.008465533,0.121853906,ns
20516,ENSMUSG00000074272,Ceacam1,26365,1.247064764,9.000647703,6.931901768,0.008467161,0.121853906,ns
5397,ENSMUSG00000026181,Ppm1f,68606,1.257678406,4.329561806,6.928007706,0.008485616,0.121980735,ns
12363,ENSMUSG00000041801,Phlda3,27280,1.26318729,3.737925614,6.925111156,0.008499371,0.122039776,ns
3727,ENSMUSG00000022515,Anks3,72615,1.25815949,4.210273823,6.922652533,0.008511064,0.122069114,ns
5552,ENSMUSG00000026456,Cyb5r1,72017,1.25001414,5.572521988,6.916514978,0.008540325,0.122350076,ns
16087,ENSMUSG00000056185,Snx32,225861,-1.268594289,3.174483566,6.914363797,0.008550606,0.122358783,ns
7845,ENSMUSG00000030486,Zfp108,54678,1.421005853,0.359717595,6.908723303,0.008577622,0.122533247,ns
9025,ENSMUSG00000032549,Rab6b,270192,1.279494234,2.703621313,6.907775357,0.00858217,0.122533247,ns
7233,ENSMUSG00000029338,Antxr2,71914,1.269943922,3.054832339,6.887015821,0.00868241,0.123755995,ns
12793,ENSMUSG00000043165,Lor,16939,-1.271656895,2.857591522,6.885993384,0.008687377,0.123755995,ns
4221,ENSMUSG00000023984,Gm20517,112694759,-1.353801952,0.887979235,6.867602205,0.008777234,0.124895402,ns
10184,ENSMUSG00000035934,Pknox2,208076,1.429361576,0.243437863,6.852118157,0.008853625,0.125818807,ns
13770,ENSMUSG00000046721,Rpl14-ps1,100040970,1.266317936,3.061561458,6.850424717,0.00886202,0.125818807,ns
9573,ENSMUSG00000034173,Zbed5,71970,1.366185643,0.803528359,6.828975327,0.00896907,0.127195899,ns
4468,ENSMUSG00000024401,Tnf,21926,-1.24193766,5.380749952,6.826797696,0.008980012,0.127208463,ns
197,ENSMUSG00000001123,Lgals9,16859,-1.23691913,7.501087797,6.815022467,0.009039417,0.127771815,ns
18775,ENSMUSG00000066362,Rps13-ps1,625298,1.310913063,1.587737197,6.814910755,0.009039982,0.127771815,ns
1575,ENSMUSG00000015243,Abca1,11303,1.256322258,3.442080502,6.811722851,0.009056135,0.12785726,ns
15985,ENSMUSG00000055737,Ghr,14600,1.249622916,3.846813746,6.794879239,0.009141971,0.128830408,ns
10945,ENSMUSG00000038055,Dexi,58239,1.254155486,3.476830959,6.794203564,0.009145431,0.128830408,ns
8317,ENSMUSG00000031383,Dusp9,75590,1.305578916,1.632548866,6.784574336,0.009194895,0.129278985,ns
5457,ENSMUSG00000026278,Bok,51800,-1.240652274,4.75880098,6.784027157,0.009197714,0.129278985,ns
14658,ENSMUSG00000049999,Ppp1r3d,228966,1.342773686,1.024444738,6.778934539,0.009223993,0.129504457,ns
15054,ENSMUSG00000051439,Cd14,12475,1.23220565,8.882733355,6.771981389,0.009259997,0.129865817,ns
15774,ENSMUSG00000054723,Vmac,106639,1.243435199,4.200163012,6.765650208,0.009292906,0.130044667,ns
11715,ENSMUSG00000039960,Rhou,69581,-1.234106654,6.145156979,6.7655725,0.009293311,0.130044667,ns
24909,ENSMUSG00000083282,Ctsf,56464,1.247512692,3.7401824,6.760038416,0.009322175,0.13030444,ns
33969,ENSMUSG00000098488,Pla2g4b,211429,1.287490727,1.920672179,6.734343847,0.009457401,0.132048705,ns
3158,ENSMUSG00000021552,Gkap1,56278,1.264947851,2.5175545,6.708535826,0.009595248,0.133766019,ns
649,ENSMUSG00000003948,Mmd,67468,1.241166367,3.858013776,6.707365919,0.009601545,0.133766019,ns
15000,ENSMUSG00000051243,Islr2,320563,-1.260629524,2.54461131,6.699121584,0.009646042,0.134145647,ns
25899,ENSMUSG00000084416,Rpl10a-ps1,100043141,1.260084748,2.668299302,6.698389629,0.009650003,0.134145647,ns
12222,ENSMUSG00000041390,Mdfic,16543,1.353198658,0.78392176,6.69054365,0.009692564,0.134587796,ns
29503,ENSMUSG00000090086,AI480526,100675,1.23861257,3.930872811,6.688608997,0.009703089,0.134587796,ns
10939,ENSMUSG00000038042,Ptpdc1,218232,-1.261538062,2.431976655,6.678904131,0.009756059,0.135174306,ns
24187,ENSMUSG00000082454,Gm12183,432554,1.292940683,1.645753097,6.665843158,0.009827815,0.135968486,ns
3838,ENSMUSG00000022704,Qtrt2,106248,1.234580289,4.112303428,6.664563404,0.009834875,0.135968486,ns
6284,ENSMUSG00000027751,Supt20,56790,1.225757915,5.372445794,6.65101596,0.00990993,0.136796863,ns
42898,ENSMUSG00000108621,Gm33989,102637087,1.243337882,3.273443757,6.649766606,0.009916881,0.136796863,ns
13109,ENSMUSG00000044348,Slc25a53,67062,1.288246352,1.705721249,6.647907425,0.009927235,0.136796863,ns
8261,ENSMUSG00000031292,Cdkl5,382253,1.301144298,1.441781071,6.641102115,0.009965227,0.137044518,ns
32403,ENSMUSG00000096035,Odaph,381651,1.327421028,1.036186998,6.640807628,0.009966874,0.137044518,ns
7211,ENSMUSG00000029298,Gbp9,236573,-1.223987681,5.129881338,6.626522818,0.010047121,0.137997912,ns
28104,ENSMUSG00000087366,Junos,230451,1.426115666,0.067370168,6.611679165,0.010131209,0.13900194,ns
13845,ENSMUSG00000046982,Tshz1,110796,1.226405053,4.378683154,6.601821401,0.01018745,0.13962215,ns
11598,ENSMUSG00000039646,Vasn,246154,1.232352559,3.716133471,6.598928116,0.010204018,0.139697864,ns
20402,ENSMUSG00000073968,Trim68,101700,1.239730806,3.091540814,6.580786371,0.010308534,0.14097617,ns
2540,ENSMUSG00000020473,Aebp1,11568,-1.21871925,5.186632706,6.573614978,0.010350151,0.141392456,ns
14344,ENSMUSG00000048772,Tmem53,68777,1.266632674,2.000198562,6.557214192,0.010445977,0.142490542,ns
19721,ENSMUSG00000071041,Impdh2-ps,100042069,1.282709663,1.626624204,6.55600793,0.010453061,0.142490542,ns
14273,ENSMUSG00000048490,Nrip1,268903,1.214076596,6.124681125,6.551175774,0.010481487,0.142724234,ns
19095,ENSMUSG00000068115,Ninl,78177,1.220376204,4.454183783,6.544632119,0.010520108,0.143096091,ns
1289,ENSMUSG00000010051,Hyal1,15586,1.230088143,3.457556296,6.541350045,0.010539534,0.143206338,ns
10881,ENSMUSG00000037921,Ddx60,234311,-1.211979308,6.385824677,6.536548736,0.010568018,0.14333624,ns
2787,ENSMUSG00000020875,Hoxb9,15417,-1.211822128,6.397033883,6.535101028,0.010576622,0.14333624,ns
22029,ENSMUSG00000078607,1810010H24Rik,69066,1.221589504,4.165264766,6.534014022,0.010583087,0.14333624,ns
19699,ENSMUSG00000070960,Gm19680,100503415,-1.246111073,2.454540596,6.527891791,0.010619575,0.143676604,ns
5229,ENSMUSG00000025887,Casp12,12364,1.226534159,3.604895094,6.524806919,0.01063801,0.143772246,ns
6202,ENSMUSG00000027589,Pcmtd2,245867,1.2126207,5.326937583,6.511473497,0.010718066,0.144699608,ns
13051,ENSMUSG00000044167,Foxo1,56458,1.211341576,5.644180259,6.509446539,0.01073029,0.144710202,ns
6564,ENSMUSG00000028238,Atp6v0d2,242341,1.279673224,1.584685607,6.505979958,0.010751229,0.144838182,ns
3987,ENSMUSG00000022964,Tmem50b,77975,1.20808144,6.201624535,6.490151829,0.010847371,0.145977922,ns
20418,ENSMUSG00000073988,Ttpa,50500,1.242035139,2.547554052,6.484040927,0.010884725,0.146324944,ns
3996,ENSMUSG00000022982,Sod1,20655,1.205771284,6.906582995,6.478097759,0.01092118,0.146542046,ns
14033,ENSMUSG00000047654,Tssk6,83984,-1.260668392,1.841747745,6.477631847,0.010924043,0.146542046,ns
696,ENSMUSG00000004347,Pde1c,18575,-1.251276726,2.073691269,6.467388285,0.010987188,0.14716224,ns
3819,ENSMUSG00000022672,Prkdc,19090,1.215195976,4.148630109,6.46636076,0.010993543,0.14716224,ns
12944,ENSMUSG00000043822,Adamtsl5,66548,1.334649681,0.715681435,6.462104056,0.011019908,0.147314638,ns
262,ENSMUSG00000001497,Pax9,18511,1.356977069,0.486941261,6.460764564,0.011028218,0.147314638,ns
19715,ENSMUSG00000071019,Sdr16c6,242286,1.40921461,0.057327629,6.454330826,0.011068222,0.147693049,ns
39241,ENSMUSG00000104496,Gm5837,545399,1.406252009,0.072278918,6.447093261,0.011113402,0.148139658,ns
13011,ENSMUSG00000044043,Pcdhb14,93885,-1.345428833,0.433618359,6.412931368,0.011329223,0.15085755,ns
3836,ENSMUSG00000022701,Ccdc191,212153,1.218614441,3.274272566,6.39630898,0.011435788,0.151940128,ns
3870,ENSMUSG00000022763,Aifm3,72168,1.298266785,1.081385043,6.39620909,0.011436431,0.151940128,ns
11126,ENSMUSG00000038463,Olfml2b,320078,1.39177187,0.133093604,6.394638038,0.011446557,0.151940128,ns
10659,ENSMUSG00000037321,Tap1,21354,-1.197984936,6.420921703,6.391171107,0.011468934,0.152077582,ns
3924,ENSMUSG00000022843,Clcn2,12724,1.204095333,4.483991053,6.378266857,0.011552619,0.153026839,ns
4963,ENSMUSG00000025279,Dnase1l3,13421,-1.29442956,0.983203118,6.36707249,0.011625723,0.153834099,ns
